1320;367;10;159;Brazil
1486;364;13;167;Germany
1329;109;3;114;Belgium
1301;302;10;256;Germany
1369;226;6;189;Brazil
1227;204;12;220;United Kingdom
1341;446;12;272;United Kingdom
1469;136;4;264;United Kingdom
1222;118;10;292;United Kingdom
1131;333;17;166;Brazil
1289;482;11;113;Belgium
1234;210;18;123;United Kingdom
1389;186;18;199;Belgium
1277;107;16;254;Belgium
1056;314;3;277;Belgium
1155;472;17;228;Brazil
1066;427;5;109;United Kingdom
1259;294;5;112;Belgium
1497;281;19;255;Brazil
1003;245;3;189;Germany
1245;283;10;167;Brazil
1336;493;3;174;Brazil
1344;109;9;204;Belgium
1121;438;15;184;Brazil
1401;317;18;248;Germany
1431;245;18;292;Belgium
1382;109;15;227;Brazil
1469;480;11;169;Germany
1250;292;11;140;Germany
1343;195;17;160;Brazil
1409;304;17;276;Germany
1337;402;4;143;Germany
1259;296;9;133;United Kingdom
1145;208;7;181;Brazil
1045;363;17;248;United Kingdom
1488;100;3;254;United Kingdom
1327;420;12;133;Brazil
1183;311;10;263;Germany
1130;357;7;257;United Kingdom
1374;350;9;165;United Kingdom
1465;271;11;153;Germany
1408;155;4;207;Germany
1227;464;17;106;Belgium
1381;122;15;118;Brazil
1129;203;3;258;Germany
1490;146;18;249;Belgium
1050;383;12;244;Brazil
1108;395;8;253;United Kingdom
1221;454;13;117;Brazil
1425;215;14;183;Germany
1317;354;4;188;Brazil
1137;268;4;282;Brazil
1333;355;13;296;United Kingdom
1009;190;13;273;Brazil
1231;369;18;150;United Kingdom
1204;370;6;104;Belgium
1224;407;12;174;Brazil
1499;383;15;145;Germany
1222;238;8;203;Germany
1485;211;15;218;Belgium
1198;165;3;249;Germany
1184;435;8;109;Belgium
1263;116;16;281;Belgium
1095;209;11;226;United Kingdom
1412;211;14;262;Belgium
1186;172;13;156;Belgium
1071;199;16;173;Germany
1084;420;3;209;Brazil
1061;255;15;293;United Kingdom
1124;100;4;161;United Kingdom
1047;217;7;110;Germany
1336;302;3;165;Germany
1489;297;4;291;Brazil
1038;102;13;176;Belgium
1202;101;19;287;United Kingdom
1285;482;18;251;United Kingdom
1061;161;7;162;Germany
1225;129;4;173;United Kingdom
1420;288;12;250;Belgium
1322;208;18;236;Brazil
1126;350;18;149;United Kingdom
1401;238;7;234;United Kingdom
1473;212;10;239;Belgium
1328;456;16;179;Belgium
1430;110;4;167;Brazil
1132;347;15;218;Brazil
1132;207;4;151;Germany
1095;302;3;193;Brazil
1417;207;8;265;Belgium
1138;225;11;207;United Kingdom
1104;469;16;258;Brazil
1465;302;19;288;Belgium
1107;110;8;186;Belgium
1429;432;4;246;Belgium
1464;343;7;198;Germany
1051;316;16;295;Germany
1102;357;18;144;Brazil
1149;247;12;242;United Kingdom
1482;383;17;243;Belgium
1331;489;16;299;Brazil
1152;488;6;128;Belgium
1099;184;11;275;Germany
1030;413;19;237;Brazil
1251;290;4;199;Belgium
1370;179;19;266;Germany
1155;248;3;211;Belgium
1225;162;15;167;Brazil
1449;477;17;181;Belgium
1494;310;12;221;Belgium
1463;147;12;216;United Kingdom
1438;477;6;170;Belgium
1283;400;17;129;Germany
1115;104;10;270;United Kingdom
1023;165;19;196;Belgium
1450;238;11;189;Belgium
1449;210;4;131;Germany
1276;446;15;165;Germany
1342;104;15;103;United Kingdom
1210;290;7;161;Germany
1137;132;3;104;United Kingdom
1365;467;9;104;United Kingdom
1231;235;13;261;United Kingdom
1362;301;5;202;Germany
1034;199;17;156;Belgium
1384;495;8;121;Germany
1251;469;5;266;Belgium
1405;276;16;192;Belgium
1404;308;19;171;Brazil
1108;259;16;142;Belgium
1018;179;18;144;United Kingdom
1158;177;16;188;Brazil
1255;131;19;242;Brazil
1163;193;16;285;Belgium
1208;230;4;130;Germany
1117;130;16;234;United Kingdom
1021;348;11;125;United Kingdom
1272;442;7;283;United Kingdom
1189;249;3;217;United Kingdom
1187;271;8;121;Brazil
1153;135;9;204;Brazil
1205;457;17;133;United Kingdom
1225;138;9;232;United Kingdom
1452;379;15;139;Belgium
1346;374;19;100;Belgium
1404;203;17;216;Germany
1349;414;9;105;Belgium
1250;240;5;256;Belgium
1127;221;18;295;United Kingdom
1146;123;3;265;Brazil
1229;315;4;147;United Kingdom
1283;427;14;192;Brazil
1394;311;13;153;Germany
1109;315;14;113;Belgium
1313;103;13;195;Brazil
1062;454;5;207;Belgium
1263;119;6;107;United Kingdom
1046;337;9;238;Brazil
1488;426;11;237;Belgium
1060;140;9;243;United Kingdom
1208;205;8;180;Germany
1108;405;5;264;Belgium
1280;176;11;101;Brazil
1202;406;3;285;Brazil
1219;152;9;179;United Kingdom
1262;415;9;125;Brazil
1341;277;15;151;Brazil
1324;199;14;216;Germany
1279;177;5;104;United Kingdom
1444;484;3;158;Germany
1396;492;9;250;Brazil
1047;160;10;224;Germany
1216;374;5;149;Germany
1439;435;8;213;Brazil
1328;149;8;174;United Kingdom
1495;427;8;135;Germany
1016;163;10;138;Germany
1275;191;9;228;Belgium
1336;137;3;187;Brazil
1229;201;4;167;Germany
1210;232;7;124;Belgium
1122;331;6;125;Belgium
1293;488;9;148;Germany
1306;278;16;219;Germany
1361;376;18;242;Belgium
1026;121;5;142;Brazil
1402;270;17;262;Brazil
1030;397;8;162;United Kingdom
1397;491;10;196;Germany
1245;166;10;256;United Kingdom
1242;259;12;281;United Kingdom
1000;471;16;134;Brazil
1278;498;15;254;Belgium
1173;417;6;136;Belgium
1043;322;14;217;Germany
1461;402;16;243;Germany
1317;261;9;161;Brazil
1472;306;6;239;Belgium
1202;237;16;207;Brazil
1210;123;19;102;Germany
1337;251;13;147;Germany
1000;172;3;195;Brazil
1287;375;11;201;Belgium
1202;234;8;217;Brazil
1323;195;13;225;Brazil
1357;496;5;278;Belgium
1337;186;17;157;United Kingdom
1453;384;5;197;United Kingdom
1430;208;19;109;Brazil
1045;370;8;256;Germany
1153;444;13;202;Germany
1408;335;11;121;Germany
1351;211;3;255;Belgium
1375;198;8;177;Brazil
1150;419;19;153;Germany
1368;441;11;297;Belgium
1391;320;5;149;Brazil
1271;271;15;190;United Kingdom
1335;184;10;296;Germany
1167;338;4;250;Belgium
1087;480;19;188;Brazil
1455;310;17;270;United Kingdom
1222;185;17;114;Germany
1125;213;8;205;United Kingdom
1093;395;17;212;United Kingdom
1461;132;7;277;Belgium
1344;313;17;235;Germany
1186;255;8;114;United Kingdom
1364;137;5;187;Belgium
1300;238;14;120;Belgium
1386;204;4;286;United Kingdom
1125;399;12;250;United Kingdom
1158;241;11;137;United Kingdom
1247;182;7;206;Germany
1051;248;8;231;Belgium
1080;157;8;122;Belgium
1051;266;9;187;Brazil
1154;437;6;151;Germany
1280;328;13;114;Brazil
1045;329;10;188;Belgium
1155;460;10;270;Belgium
1345;273;9;255;Belgium
1372;193;11;186;United Kingdom
1332;459;11;131;United Kingdom
1243;162;6;171;Germany
1323;437;7;121;Belgium
1233;480;16;231;United Kingdom
1294;416;14;277;Germany
1332;265;19;160;Germany
1109;176;16;241;United Kingdom
1299;476;14;132;Brazil
1413;278;8;109;United Kingdom
1224;376;13;135;Brazil
1121;146;16;284;United Kingdom
1434;268;14;147;Brazil
1355;113;6;285;Belgium
1210;357;8;288;United Kingdom
1492;356;6;175;Germany
1489;332;4;131;Belgium
1291;426;10;179;Brazil
1231;252;19;238;Brazil
1294;206;19;217;Germany
1062;263;5;142;Germany
1050;164;8;220;Belgium
1370;446;19;234;Brazil
1016;372;15;165;Germany
1421;461;3;160;United Kingdom
1198;448;14;119;United Kingdom
1185;204;15;110;Germany
1149;124;13;287;United Kingdom
1217;180;11;276;United Kingdom
1413;388;6;260;Germany
1175;304;18;145;Brazil
1156;126;14;279;Germany
1354;154;11;158;Germany
1333;178;6;149;Belgium
1424;344;7;230;Germany
1102;307;12;219;Germany
1424;231;13;121;United Kingdom
1086;333;14;294;Belgium
1293;222;11;112;Brazil
1449;363;3;171;Brazil
1228;164;8;238;Germany
1292;260;15;224;Germany
1439;195;11;255;Belgium
1395;303;9;260;United Kingdom
1488;224;15;153;Belgium
1331;146;5;189;Brazil
1300;499;6;131;Brazil
1051;175;19;111;Brazil
1391;455;15;162;Brazil
1330;315;14;104;United Kingdom
1338;165;8;269;United Kingdom
1217;252;14;270;Germany
1041;479;10;159;Germany
1232;251;8;249;United Kingdom
1488;490;19;246;Brazil
1420;226;17;115;Brazil
1243;470;12;267;United Kingdom
1361;171;19;299;Germany
1327;449;9;182;United Kingdom
1033;219;3;293;United Kingdom
1203;379;16;278;Germany
1071;489;13;236;United Kingdom
1297;325;13;245;Brazil
1046;436;15;126;United Kingdom
1148;201;7;243;Belgium
1064;368;3;202;Germany
1260;312;6;134;United Kingdom
1053;181;7;205;Germany
1090;379;8;186;Brazil
1336;228;6;115;Germany
1287;265;18;179;Germany
1152;209;6;118;United Kingdom
1190;114;8;266;United Kingdom
1091;258;3;276;Belgium
1291;153;19;253;United Kingdom
1220;427;4;182;Brazil
1316;117;16;242;Germany
1189;377;6;149;United Kingdom
1083;100;15;170;United Kingdom
1466;171;15;181;Germany
1469;480;18;249;United Kingdom
1440;244;19;140;Brazil
1347;142;15;191;Germany
1291;339;14;263;Brazil
1394;443;3;295;Germany
1229;388;4;145;Germany
1059;425;7;296;United Kingdom
1484;388;10;176;Brazil
1100;253;7;113;United Kingdom
1168;340;10;136;United Kingdom
1125;410;9;197;Belgium
1145;110;18;225;Germany
1145;220;18;130;United Kingdom
1406;479;17;175;Belgium
1458;323;15;177;Belgium
1234;114;16;132;Belgium
1481;301;10;135;United Kingdom
1390;256;12;279;Germany
1197;334;18;113;Brazil
1022;274;4;181;Germany
1318;493;9;195;Belgium
1464;234;4;268;United Kingdom
1031;486;12;227;Brazil
1401;482;4;215;Brazil
1189;499;12;212;United Kingdom
1013;368;17;283;Belgium
1016;347;7;218;United Kingdom
1291;218;3;231;United Kingdom
1473;229;3;210;Belgium
1408;113;6;259;Germany
1228;406;19;258;Belgium
1011;468;6;100;Belgium
1325;116;12;193;Brazil
1411;193;5;155;Germany
1258;115;19;131;Brazil
1274;255;19;121;Brazil
1236;361;18;275;Brazil
1257;161;5;218;Germany
1474;387;19;169;United Kingdom
1122;274;6;269;Belgium
1028;438;18;190;United Kingdom
1117;195;10;258;Brazil
1484;490;10;183;Germany
1106;142;14;128;Belgium
1418;420;9;145;Brazil
1458;166;14;128;Belgium
1275;443;18;274;Germany
1062;350;8;272;Brazil
1087;326;5;178;Belgium
1421;462;4;147;Belgium
1059;298;8;111;Belgium
1413;289;18;100;Belgium
1022;338;8;216;Germany
1206;189;16;257;Belgium
1394;439;12;117;United Kingdom
1091;143;13;156;Belgium
1120;274;17;212;Belgium
1453;107;12;264;Brazil
1086;381;12;271;Belgium
1113;352;7;147;Belgium
1299;252;13;280;Brazil
1025;350;17;118;Brazil
1481;462;7;193;Germany
1005;294;17;185;United Kingdom
1061;167;17;279;United Kingdom
1015;296;5;169;United Kingdom
1313;264;10;165;Germany
1311;322;11;252;United Kingdom
1365;455;11;240;Belgium
1035;477;13;255;Belgium
1181;470;7;115;United Kingdom
1321;444;19;237;Belgium
1016;363;13;234;Brazil
1059;428;13;283;Belgium
1058;104;4;297;Brazil
1184;285;6;132;Belgium
1066;110;9;267;Brazil
1351;440;8;256;Germany
1044;327;9;207;Belgium
1357;485;5;286;Brazil
1230;356;19;150;Belgium
1230;391;6;162;Germany
1486;495;15;156;United Kingdom
1001;133;13;110;Belgium
1213;192;12;240;Belgium
1317;256;12;169;Belgium
1049;444;7;256;United Kingdom
1274;223;7;253;Belgium
1186;453;19;285;United Kingdom
1464;412;18;256;Brazil
1110;189;16;249;Belgium
1440;421;3;253;Belgium
1472;477;19;111;Brazil
1132;349;13;117;Germany
1071;303;12;137;Brazil
1246;248;18;183;Germany
1120;440;12;102;United Kingdom
1252;464;18;167;Brazil
1342;188;3;285;Brazil
1260;285;17;215;Germany
1156;499;18;236;Belgium
1071;293;11;128;Germany
1451;414;14;117;Germany
1091;416;12;165;Brazil
1093;494;10;298;Germany
1063;160;16;197;Germany
1145;136;19;102;Germany
1071;333;17;259;Brazil
1393;482;9;219;Germany
1198;390;3;238;Germany
1104;134;4;284;Germany
1383;299;14;116;United Kingdom
1492;427;7;115;Brazil
1405;387;13;255;Brazil
1222;358;6;294;Germany
1171;358;17;279;Brazil
1229;453;6;261;Germany
1461;435;17;188;United Kingdom
1167;395;16;205;United Kingdom
1493;214;19;215;Brazil
1489;293;4;137;Brazil
1130;457;3;251;United Kingdom
1256;411;9;179;Germany
1283;151;14;242;United Kingdom
1193;371;18;152;Belgium
1285;414;7;154;Belgium
1136;212;7;197;Belgium
1105;447;14;275;Germany
1178;154;18;119;Belgium
1162;298;12;297;Brazil
1218;233;4;100;Brazil
1079;159;6;147;Germany
1157;437;4;153;Brazil
1423;147;6;233;Brazil
1039;286;7;230;Brazil
1428;498;3;117;Germany
1302;430;13;255;Brazil
1451;376;17;296;Brazil
1072;215;6;229;United Kingdom
1317;231;6;124;Brazil
1208;114;18;287;United Kingdom
1457;280;10;242;Germany
1006;114;19;159;United Kingdom
1332;470;13;255;Germany
1151;429;11;195;United Kingdom
1325;194;11;176;Belgium
1044;441;4;273;Brazil
1094;256;14;133;United Kingdom
1130;136;18;273;United Kingdom
1404;447;17;180;Belgium
1397;258;19;194;Brazil
1113;160;6;234;Germany
1289;429;15;131;Brazil
1417;231;18;172;Brazil
1136;122;17;224;Brazil
1344;279;13;195;United Kingdom
1432;464;18;168;Belgium
1472;373;8;108;Belgium
1119;171;12;171;Germany
1331;409;18;168;Belgium
1372;386;15;270;Germany
1241;186;5;288;Brazil
1085;125;15;227;United Kingdom
1352;368;10;120;Belgium
1009;345;14;226;Brazil
1217;402;6;183;Brazil
1022;475;13;288;Brazil
1007;443;3;207;Germany
1083;339;8;224;Germany
1201;423;7;261;Germany
1034;431;7;151;United Kingdom
1073;491;14;168;United Kingdom
1218;495;5;256;United Kingdom
1034;458;9;222;Brazil
1136;223;12;137;United Kingdom
1048;270;9;198;Germany
1259;428;16;150;Germany
1047;381;17;107;United Kingdom
1388;193;8;131;United Kingdom
1100;129;4;118;Germany
1493;275;3;215;United Kingdom
1499;119;10;179;Brazil
1274;119;19;191;United Kingdom
1342;459;13;121;Germany
1234;138;12;110;United Kingdom
1087;406;13;280;Germany
1260;439;18;193;Brazil
1171;166;6;220;United Kingdom
1251;292;9;219;Germany
1120;153;15;293;United Kingdom
1230;352;7;293;United Kingdom
1283;266;3;118;Belgium
1234;459;16;198;United Kingdom
1298;173;5;174;Germany
1479;417;7;240;United Kingdom
1024;179;5;251;Germany
1152;313;15;105;Germany
1384;196;15;155;Belgium
1274;185;16;138;Belgium
1024;409;18;160;Belgium
1277;197;5;202;Brazil
1418;461;12;155;United Kingdom
1313;388;14;156;Germany
1470;378;6;165;Belgium
1347;359;16;148;Belgium
1276;130;11;190;Belgium
1202;442;6;251;Brazil
1384;331;8;225;Germany
1087;196;5;216;Germany
1304;410;14;118;Germany
1061;131;15;205;United Kingdom
1124;417;3;142;Germany
1367;234;12;208;United Kingdom
1215;495;6;193;United Kingdom
1312;270;19;108;United Kingdom
1409;321;19;219;Germany
1328;361;6;158;Brazil
1447;360;18;192;United Kingdom
1045;145;8;107;United Kingdom
1179;302;16;164;Germany
1201;328;11;167;Germany
1258;348;6;162;United Kingdom
1441;172;13;201;Germany
1188;267;15;108;Germany
1450;463;11;185;Belgium
1489;178;4;193;Germany
1351;127;6;283;United Kingdom
1330;210;5;179;Belgium
1061;162;5;206;Belgium
1444;447;16;151;Belgium
1248;147;15;137;Brazil
1290;208;19;268;Belgium
1019;486;19;203;Germany
1208;494;16;276;Belgium
1243;222;6;129;Germany
1169;153;10;111;Belgium
1218;116;8;220;Brazil
1218;281;9;254;United Kingdom
1200;234;13;209;Germany
1184;165;12;129;Brazil
1430;473;17;234;United Kingdom
1205;306;14;214;Belgium
1221;445;14;213;United Kingdom
1093;257;4;232;Belgium
1443;278;12;280;Brazil
1315;204;6;154;Germany
1194;159;9;182;Germany
1276;213;9;131;United Kingdom
1376;393;13;147;Germany
1355;493;4;281;United Kingdom
1446;126;12;149;Germany
1444;328;13;282;Brazil
1157;416;10;272;Belgium
1376;214;18;213;Belgium
1413;423;14;264;Germany
1349;122;11;232;Belgium
1324;218;13;169;Germany
1063;236;3;157;Belgium
1493;468;15;111;Brazil
1045;199;12;116;United Kingdom
1261;282;13;235;Germany
1306;233;11;111;Germany
1412;431;5;142;United Kingdom
1134;188;11;191;Brazil
1375;460;12;115;United Kingdom
1338;441;7;187;Germany
1478;155;14;196;Belgium
1237;226;4;134;Belgium
1223;304;3;262;Belgium
1024;422;8;207;Germany
1316;357;11;159;Brazil
1165;440;7;215;United Kingdom
1170;431;9;285;Germany
1406;306;3;112;Germany
1478;457;5;207;Germany
1047;110;5;112;Germany
1450;345;7;185;Germany
1177;120;16;150;Belgium
1376;127;7;205;Germany
1004;261;6;266;Germany
1253;385;8;230;Brazil
1238;182;14;221;Belgium
1020;190;9;166;Germany
1221;245;6;220;Brazil
1160;407;18;111;Germany
1157;270;7;297;United Kingdom
1028;197;16;246;Germany
1063;273;13;100;Belgium
1363;414;15;131;Belgium
1302;205;10;115;Brazil
1497;490;6;101;Germany
1416;452;15;121;Belgium
1420;343;6;282;Brazil
1261;287;6;190;United Kingdom
1044;164;9;250;Belgium
1336;462;3;299;United Kingdom
1300;124;5;119;United Kingdom
1264;125;12;120;Belgium
1362;240;6;296;Brazil
1382;490;17;279;Belgium
1169;358;16;150;Germany
1242;450;8;117;Belgium
1332;132;15;286;Belgium
1083;163;14;293;United Kingdom
1147;388;18;199;Belgium
1255;144;14;210;United Kingdom
1468;395;9;205;United Kingdom
1348;364;6;119;Brazil
1379;340;12;181;Brazil
1305;441;7;266;United Kingdom
1219;434;6;244;Brazil
1250;465;16;279;Brazil
1013;318;10;255;Germany
1484;211;3;196;Germany
1336;351;18;264;Brazil
1306;447;5;296;United Kingdom
1336;106;9;254;Belgium
1183;454;12;247;Germany
1169;214;13;243;Germany
1258;122;8;257;Germany
1094;255;5;240;Belgium
1351;278;5;239;Germany
1408;245;4;129;Germany
1028;440;6;203;Brazil
1007;427;16;139;Brazil
1306;437;15;172;United Kingdom
1333;139;4;111;United Kingdom
1250;151;14;256;Brazil
1341;453;7;223;Germany
1162;470;11;111;Brazil
1085;489;11;171;Belgium
1300;387;14;241;Belgium
1149;136;9;241;Germany
1168;430;5;273;Belgium
1136;157;8;209;Belgium
1126;442;10;220;Germany
1317;399;8;232;Brazil
1459;172;18;292;Germany
1088;391;3;255;Belgium
1170;415;3;205;Germany
1443;120;7;158;United Kingdom
1273;189;17;207;Brazil
1430;474;10;237;Germany
1449;371;11;102;Germany
1226;312;19;292;Brazil
1124;475;17;260;Brazil
1079;196;5;204;Germany
1379;495;8;154;Germany
1109;104;3;214;Brazil
1214;187;16;172;United Kingdom
1256;217;4;292;Brazil
1314;424;17;209;Germany
1414;211;9;269;Germany
1150;174;8;174;Germany
1108;136;4;253;Brazil
1360;488;10;108;United Kingdom
1270;497;4;242;Germany
1217;226;14;103;Brazil
1158;195;17;289;Belgium
1189;233;15;122;Belgium
1390;150;3;207;Brazil
1000;101;14;269;Belgium
1127;325;13;184;Germany
1108;114;13;147;United Kingdom
1186;183;12;118;Belgium
1309;360;16;214;United Kingdom
1428;324;8;195;Belgium
1376;176;3;259;Brazil
1337;111;15;112;Belgium
1171;435;14;215;Brazil
1227;489;13;204;United Kingdom
1267;158;16;282;Brazil
1227;113;8;117;United Kingdom
1330;427;13;271;Germany
1032;194;17;294;Brazil
1087;158;16;177;Brazil
1254;477;6;217;Brazil
1351;196;4;261;United Kingdom
1068;338;12;223;United Kingdom
1432;401;6;255;Belgium
1016;374;6;227;Belgium
1467;449;10;258;Germany
1335;490;6;164;Germany
1423;369;12;137;Germany
1096;284;14;208;Germany
1284;126;14;186;Brazil
1102;372;13;135;United Kingdom
1291;297;6;154;Brazil
1294;486;18;102;Belgium
1116;231;10;220;Brazil
1467;388;6;252;Brazil
1380;143;7;199;Brazil
1069;382;5;138;Brazil
1286;300;3;171;United Kingdom
1478;478;18;288;Belgium
1329;411;18;162;Germany
1447;285;14;254;United Kingdom
1157;123;17;229;United Kingdom
1328;499;17;215;United Kingdom
1024;292;9;103;United Kingdom
1023;350;15;148;Germany
1165;409;16;293;Belgium
1383;336;10;297;Belgium
1092;335;6;158;Belgium
1035;221;6;161;Germany
1255;381;6;256;Brazil
1166;294;9;276;Belgium
1179;290;6;251;Belgium
1319;460;8;227;Belgium
1092;272;15;178;United Kingdom
1036;243;4;237;Germany
1006;192;14;134;Germany
1338;139;6;284;Brazil
1247;442;15;254;Belgium
1076;387;5;246;United Kingdom
1431;266;15;173;United Kingdom
1457;237;19;279;Belgium
1363;140;9;271;United Kingdom
1408;460;13;219;Germany
1397;208;14;198;Brazil
1063;319;11;278;Germany
1482;256;17;279;Brazil
1037;189;18;111;Germany
1006;476;10;223;Brazil
1041;107;19;129;Brazil
1286;240;6;296;United Kingdom
1104;173;12;227;United Kingdom
1339;152;7;216;Brazil
1485;133;4;221;Brazil
1075;472;5;107;Brazil
1050;320;14;260;Belgium
1051;488;7;290;Germany
1496;266;10;226;Brazil
1133;141;19;120;Brazil
1092;407;14;267;Brazil
1322;428;8;207;Brazil
1195;254;9;238;Germany
1289;320;17;102;Belgium
1196;457;6;258;United Kingdom
1488;396;14;174;United Kingdom
1297;487;16;160;Belgium
1001;106;6;232;Brazil
